1.900083333333333258e+03 1.000000000000000000e+01
1.900166666666666742e+03 1.259999999999999964e+01
1.900250000000000000e+03 7.299999999999999822e+00
1.900333333333333258e+03 1.810000000000000142e+01
1.900416666666666742e+03 1.359999999999999964e+01
1.900500000000000000e+03 1.180000000000000071e+01
1.900583333333333258e+03 8.099999999999999645e+00
1.900666666666666742e+03 4.299999999999999822e+00
1.900750000000000000e+03 8.500000000000000000e+00
1.900833333333333258e+03 1.019999999999999929e+01
1.900916666666666742e+03 5.099999999999999645e+00
1.901000000000000000e+03 0.000000000000000000e+00
1.901083333333333258e+03 0.000000000000000000e+00
1.901166666666666742e+03 1.699999999999999956e+00
1.901250000000000000e+03 4.799999999999999822e+00
1.901333333333333258e+03 1.000000000000000056e-01
1.901416666666666742e+03 5.900000000000000355e+00
1.901500000000000000e+03 8.099999999999999645e+00
1.901583333333333258e+03 9.000000000000000222e-01
1.901666666666666742e+03 1.000000000000000056e-01
1.901750000000000000e+03 2.000000000000000111e-01
1.901833333333333258e+03 2.500000000000000000e+00
1.901916666666666742e+03 5.500000000000000000e+00
1.902000000000000000e+03 0.000000000000000000e+00
1.902083333333333258e+03 4.500000000000000000e+00
1.902166666666666742e+03 0.000000000000000000e+00
1.902250000000000000e+03 7.200000000000000178e+00
1.902333333333333258e+03 0.000000000000000000e+00
1.902416666666666742e+03 3.899999999999999911e+00
1.902500000000000000e+03 1.500000000000000000e+00
1.902583333333333258e+03 6.999999999999999556e-01
1.902666666666666742e+03 1.000000000000000000e+00
1.902750000000000000e+03 7.500000000000000000e+00
1.902833333333333258e+03 1.369999999999999929e+01
1.902916666666666742e+03 4.799999999999999822e+00
1.903000000000000000e+03 5.000000000000000000e-01
1.903083333333333258e+03 7.799999999999999822e+00
1.903166666666666742e+03 2.280000000000000071e+01
1.903250000000000000e+03 1.290000000000000036e+01
1.903333333333333258e+03 2.630000000000000071e+01
1.903416666666666742e+03 1.569999999999999929e+01
1.903500000000000000e+03 1.660000000000000142e+01
1.903583333333333258e+03 2.789999999999999858e+01
1.903666666666666742e+03 2.800000000000000000e+01
1.903750000000000000e+03 1.219999999999999929e+01
1.903833333333333258e+03 2.539999999999999858e+01
1.903916666666666742e+03 3.529999999999999716e+01
1.904000000000000000e+03 5.889999999999999858e+01
1.904083333333333258e+03 3.310000000000000142e+01
1.904166666666666742e+03 2.389999999999999858e+01
1.904250000000000000e+03 4.570000000000000284e+01
1.904333333333333258e+03 4.400000000000000000e+01
1.904416666666666742e+03 5.120000000000000284e+01
1.904500000000000000e+03 4.170000000000000284e+01
1.904583333333333258e+03 5.110000000000000142e+01
1.904666666666666742e+03 5.160000000000000142e+01
1.904750000000000000e+03 3.270000000000000284e+01
1.904833333333333258e+03 5.739999999999999858e+01
1.904916666666666742e+03 4.779999999999999716e+01
1.905000000000000000e+03 6.350000000000000000e+01
1.905083333333333258e+03 6.320000000000000284e+01
1.905166666666666742e+03 7.940000000000000568e+01
1.905250000000000000e+03 4.379999999999999716e+01
1.905333333333333258e+03 4.410000000000000142e+01
1.905416666666666742e+03 4.710000000000000142e+01
1.905500000000000000e+03 5.239999999999999858e+01
1.905583333333333258e+03 5.710000000000000142e+01
1.905666666666666742e+03 6.740000000000000568e+01
1.905750000000000000e+03 6.579999999999999716e+01
1.905833333333333258e+03 5.050000000000000000e+01
1.905916666666666742e+03 9.740000000000000568e+01
1.906000000000000000e+03 6.400000000000000000e+01
1.906083333333333258e+03 5.110000000000000142e+01
1.906166666666666742e+03 3.489999999999999858e+01
1.906250000000000000e+03 6.909999999999999432e+01
1.906333333333333258e+03 5.420000000000000284e+01
1.906416666666666742e+03 5.279999999999999716e+01
1.906500000000000000e+03 6.409999999999999432e+01
1.906583333333333258e+03 1.115999999999999943e+02
1.906666666666666742e+03 5.179999999999999716e+01
1.906750000000000000e+03 6.129999999999999716e+01
1.906833333333333258e+03 1.689999999999999858e+01
1.906916666666666742e+03 4.010000000000000142e+01
1.907000000000000000e+03 6.650000000000000000e+01
1.907083333333333258e+03 7.990000000000000568e+01
1.907166666666666742e+03 9.279999999999999716e+01
1.907250000000000000e+03 6.920000000000000284e+01
1.907333333333333258e+03 5.160000000000000142e+01
1.907416666666666742e+03 4.129999999999999716e+01
1.907500000000000000e+03 3.289999999999999858e+01
1.907583333333333258e+03 4.320000000000000284e+01
1.907666666666666742e+03 6.070000000000000284e+01
1.907750000000000000e+03 8.420000000000000284e+01
1.907833333333333258e+03 6.979999999999999716e+01
1.907916666666666742e+03 5.960000000000000142e+01
1.908000000000000000e+03 5.129999999999999716e+01
1.908083333333333258e+03 5.239999999999999858e+01
1.908166666666666742e+03 4.589999999999999858e+01
